artist,songname,sectiontype,filename
yasuhisa baba,fire-emblem-echoes---with-milas-divine-protection,instrumental,data/Fire Emblem Echoes - With Mila's Divine Protection.json
yasuko yamada,don-doko-don-nes-fc---hurry-up,instrumental,data/Don Doko Don NES FC - Hurry Up.json
yasuko yamada,don-doko-don-nes-fc---sweet-land-and-sky-land,instrumental,data/Don Doko Don NES FC - Sweet Land and Sky Land.json
yasuko yamada,don-doko-don-nes-fc---sylvan-land-and-ice-land,instrumental,data/Don Doko Don NES FC - Sylvan Land and Ice Land.json
yasunori mitsuda,black-omen,intro,data/Black Omen.json
yasunori mitsuda,black-omen,verse,data/Black Omen-2.json
yasunori mitsuda,black-omen,chorus,data/Black Omen-3.json
yasunori mitsuda,black-omen,bridge,data/Black Omen-4.json
yasunori mitsuda,black-omen,instrumental,data/Black Omen-5.json
yasunori mitsuda,chrono-cross---the-scars-of-time,intro,data/Chrono Cross - The Scars of Time.json
yasunori mitsuda,chrono-cross---the-scars-of-time,intro-and-verse,data/Chrono Cross - The Scars of Time-2.json
yasunori mitsuda,chrono-cross---the-scars-of-time,verse,data/Chrono Cross - The Scars of Time-3.json
yasunori mitsuda,chrono-cross---the-scars-of-time,pre-chorus,data/Chrono Cross - The Scars of Time-4.json
yasunori mitsuda,chrono-cross---the-scars-of-time,chorus,data/Chrono Cross - The Scars of Time-5.json
yasunori mitsuda,chrono-cross-dream-of-the-shore-near-another-wor,intro,data/Chrono Cross Dream of the Shore Near Another Wor.json
yasunori mitsuda,chrono-cross-dream-of-the-shore-near-another-wor,verse,data/Chrono Cross Dream of the Shore Near Another Wor-2.json
yasunori mitsuda,chrono-cross-dream-of-the-shore-near-another-wor,chorus,data/Chrono Cross Dream of the Shore Near Another Wor-3.json
yasunori mitsuda,chrono-trigger---brink-of-time,instrumental,data/Chrono Trigger - Brink of Time.json
yasunori mitsuda,chrono-trigger---epilogue-to-good-friends,outro,data/Chrono Trigger - Epilogue To Good Friends.json
yasunori mitsuda,chrono-trigger---frogs-theme,verse,data/Chrono Trigger - Frog's Theme.json
yasunori mitsuda,chrono-trigger---frogs-theme,chorus,data/Chrono Trigger - Frog's Theme-2.json
yasunori mitsuda,chrono-trigger---frogs-theme,instrumental,data/Chrono Trigger - Frog's Theme-3.json
yasunori mitsuda,chrono-trigger---main-theme,intro,data/Chrono Trigger - Main Theme.json
yasunori mitsuda,chrono-trigger---main-theme,verse,data/Chrono Trigger - Main Theme-2.json
yasunori mitsuda,chrono-trigger---morning-glow,instrumental,data/Chrono Trigger - Morning Glow.json
yasunori mitsuda,chrono-trigger---mystery-of-the-past,chorus,data/Chrono Trigger - Mystery of the Past.json
yasunori mitsuda,chrono-trigger---secret-of-the-forest,verse,data/Chrono Trigger - Secret of the Forest.json
yasunori mitsuda,chrono-trigger---secret-of-the-forest,chorus,data/Chrono Trigger - Secret of the Forest-2.json
yasunori mitsuda,chrono-trigger---secret-of-the-forest,bridge,data/Chrono Trigger - Secret of the Forest-3.json
yasunori mitsuda,chrono-trigger---to-far-away-times,pre-chorus,data/Chrono Trigger - To Far Away Times.json
yasunori mitsuda,chrono-trigger---to-far-away-times,chorus,data/Chrono Trigger - To Far Away Times-2.json
yasunori mitsuda,chrono-trigger---world-revolution,intro,data/Chrono Trigger - World Revolution.json
yasunori mitsuda,chrono-trigger---world-revolution,verse,data/Chrono Trigger - World Revolution-2.json
yasunori mitsuda,chrono-trigger---world-revolution,solo,data/Chrono Trigger - World Revolution-3.json
yasunori mitsuda,chrono-trigger---yearnings-of-the-wind,intro,data/Chrono Trigger - Yearnings of the Wind.json
yasunori mitsuda,corridors-of-time,intro,data/Corridors of Time.json
yasunori mitsuda,corridors-of-time,verse,data/Corridors of Time-2.json
yasunori mitsuda,gatos-song,chorus,data/Gato's Song.json
yasunori mitsuda,lost-days-of-warmth,intro,data/Lost Days of Warmth.json
yasunori mitsuda,lost-days-of-warmth,verse,data/Lost Days of Warmth-2.json
yasunori mitsuda,lost-days-of-warmth,pre-chorus,data/Lost Days of Warmth-3.json
yasunori mitsuda,lost-days-of-warmth,chorus,data/Lost Days of Warmth-4.json
yasunori mitsuda,lost-days-of-warmth,outro,data/Lost Days of Warmth-5.json
yasunori mitsuda,magus-confronted,intro,data/Magus Confronted.json
yasunori mitsuda,magus-confronted,pre-chorus,data/Magus Confronted-2.json
yasunori mitsuda,magus-confronted,chorus,data/Magus Confronted-3.json
yasunori mitsuda,manoria-cathedral,instrumental,data/Manoria Cathedral.json
yasunori mitsuda,marios-rainbow-castle,intro,data/Mario's Rainbow Castle.json
yasunori mitsuda,play-a-mini-game,chorus,data/Play a Mini Game.json
yasunori mitsuda,radical-dreamers,intro-and-verse,data/Radical Dreamers.json
yasunori mitsuda,radical-dreamers,verse,data/Radical Dreamers-2.json
yasunori mitsuda,radical-dreamers,chorus,data/Radical Dreamers-3.json
yasunori mitsuda,radical-dreamers,outro,data/Radical Dreamers-4.json
yasunori mitsuda,robos-theme---chrono-trigger,instrumental,data/Robo's Theme - Chrono Trigger.json
yasunori mitsuda,ruined-world,instrumental,data/Ruined World.json
yasunori mitsuda,schalas-theme---chrono-trigger,intro-and-verse,data/Schala's Theme - Chrono Trigger.json
yasunori mitsuda,sealed-door,intro-and-verse,data/Sealed Door.json
yasunori mitsuda,sealed-door,chorus,data/Sealed Door-2.json
yasunori mitsuda,sealed-door,bridge,data/Sealed Door-3.json
yasunori mitsuda,space-land,verse,data/Space Land.json
yasunori mitsuda,the-trial---chrono-trigger,verse,data/The Trial - Chrono Trigger.json
yasunori mitsuda,the-trial---chrono-trigger,pre-chorus,data/The Trial - Chrono Trigger-2.json
yasunori mitsuda,the-trial---chrono-trigger,chorus,data/The Trial - Chrono Trigger-3.json
yasunori mitsuda,the-trial---chrono-trigger,outro,data/The Trial - Chrono Trigger-4.json
yasunori mitsuda,undersea-palace,intro,data/Undersea Palace.json
yasunori mitsuda,undersea-palace,verse,data/Undersea Palace-2.json
yasunori mitsuda,undersea-palace,chorus,data/Undersea Palace-3.json
yasunori mitsuda,wind-scene,verse,data/Wind Scene.json
yasunori mitsuda,wind-scene,chorus,data/Wind Scene-2.json
yasunori nishiki,agnea-the-dancer-%28octopath-traveler-ii%29,intro,data/Agnea the Dancer (Octopath Traveler II).json
yasunori nishiki,battle-i---octopath-traveler,intro-and-verse,data/Battle I - Octopath Traveler.json
yasunori nishiki,battle-i---octopath-traveler,pre-chorus,data/Battle I - Octopath Traveler-2.json
yasunori nishiki,battle-i---octopath-traveler,chorus,data/Battle I - Octopath Traveler-3.json
yasunori nishiki,battle-i---octopath-traveler,outro,data/Battle I - Octopath Traveler-4.json
yasunori nishiki,battle-ii---octopath-traveler,intro-and-verse,data/Battle II - Octopath Traveler.json
yasunori nishiki,battle-ii---octopath-traveler,pre-chorus,data/Battle II - Octopath Traveler-2.json
yasunori nishiki,battle-ii---octopath-traveler,chorus,data/Battle II - Octopath Traveler-3.json
yasunori nishiki,battle-iii---octopath-traveler,intro,data/Battle III - Octopath Traveler.json
yasunori nishiki,battle-iii---octopath-traveler,verse-and-pre-chorus,data/Battle III - Octopath Traveler-2.json
yasunori nishiki,battle-iii---octopath-traveler,chorus,data/Battle III - Octopath Traveler-3.json
yasunori nishiki,battle-iii---octopath-traveler,outro,data/Battle III - Octopath Traveler-4.json
yasunori nishiki,beneath-the-surface,verse,data/Beneath The Surface.json
yasunori nishiki,cait-battle,instrumental,data/Cait Battle.json
yasunori nishiki,daughter-of-the-dark-god---octopath-traveler,intro,data/Daughter of the Dark God - Octopath Traveler.json
yasunori nishiki,daughter-of-the-dark-god---octopath-traveler,verse,data/Daughter of the Dark God - Octopath Traveler-2.json
yasunori nishiki,daughter-of-the-dark-god---octopath-traveler,pre-outro,data/Daughter of the Dark God - Octopath Traveler-3.json
yasunori nishiki,daughter-of-the-dark-god---octopath-traveler,outro,data/Daughter of the Dark God - Octopath Traveler-4.json
yasunori nishiki,decisive-battle-ii---octopath-traveler,intro,data/Decisive Battle II - Octopath Traveler.json
yasunori nishiki,decisive-battle-ii---octopath-traveler,verse,data/Decisive Battle II - Octopath Traveler-2.json
yasunori nishiki,decisive-battle-ii---octopath-traveler,chorus,data/Decisive Battle II - Octopath Traveler-3.json
yasunori nishiki,decisive-battle-ii---octopath-traveler,chorus-lead-out,data/Decisive Battle II - Octopath Traveler-4.json
yasunori nishiki,decisive-battle-ii---octopath-traveler,pre-outro,data/Decisive Battle II - Octopath Traveler-5.json
yasunori nishiki,decisive-battle-ii---octopath-traveler,outro,data/Decisive Battle II - Octopath Traveler-6.json
yasunori nishiki,flamesgrace-guiding-light---octopath-traveler,verse,data/Flamesgrace Guiding Light - Octopath Traveler.json
yasunori nishiki,flamesgrace-guiding-light---octopath-traveler,chorus,data/Flamesgrace Guiding Light - Octopath Traveler-2.json
yasunori nishiki,flamesgrace-guiding-light---octopath-traveler,chorus-lead-out,data/Flamesgrace Guiding Light - Octopath Traveler-3.json
yasunori nishiki,haanit-the-hunter---octopath-traveler,verse,data/H'aanit the Hunter - Octopath Traveler.json
yasunori nishiki,haanit-the-hunter---octopath-traveler,chorus,data/H'aanit the Hunter - Octopath Traveler-2.json
yasunori nishiki,oasis-in-the-sparkling-sands,intro-and-verse,data/Oasis in the Sparkling Sands.json
yasunori nishiki,oasis-in-the-sparkling-sands,pre-chorus,data/Oasis in the Sparkling Sands-2.json
yasunori nishiki,oasis-in-the-sparkling-sands,pre-chorus-and-chorus,data/Oasis in the Sparkling Sands-3.json
yasunori nishiki,oasis-in-the-sparkling-sands,chorus,data/Oasis in the Sparkling Sands-4.json
yasunori nishiki,olberic-the-warrior---octopath-traveler,verse,data/Olberic the Warrior - Octopath Traveler.json
yasunori nishiki,olberic-the-warrior---octopath-traveler,chorus,data/Olberic the Warrior - Octopath Traveler-2.json
yasunori nishiki,olberic-the-warrior---octopath-traveler,outro,data/Olberic the Warrior - Octopath Traveler-3.json
yasunori nishiki,primrose---the-dancer,intro,data/Primrose - the Dancer.json
yasunori nishiki,primrose---the-dancer,verse,data/Primrose - the Dancer-2.json
yasunori nishiki,temenos---the-cleric,intro-and-verse,data/Temenos - the Cleric.json
yasunori nishiki,the-coastlands---octopath-traveler,intro-and-verse,data/The Coastlands - Octopath Traveler.json
yasunori nishiki,the-coastlands---octopath-traveler,chorus,data/The Coastlands - Octopath Traveler-2.json
yasunori nishiki,tressa-the-merchant---octopath-traveler,intro-and-verse,data/Tressa the Merchant - Octopath Traveler.json
yasunori nishiki,tressa-the-merchant---octopath-traveler,chorus,data/Tressa the Merchant - Octopath Traveler-2.json
yasunori nishiki,victors-hollow---jewel-of-the-forest,verse,data/Victors Hollow - Jewel of the Forest.json
yasunori shiono,departure---lufia-and-the-fortress-of-doom,instrumental,data/Departure - Lufia and the Fortress of Doom.json
yasunori shiono,last-battle---lufia-and-the-fortress-of-doom,instrumental,data/Last Battle - Lufia and the Fortress of Doom.json
yasunori shiono,town---lufia-and-the-fortress-of-doom,instrumental,data/Town - Lufia and the Fortress of Doom.json
yasutaka nakata,crazy-crazy,chorus,data/Crazy Crazy.json
yazoo,dont-go,intro,data/Don't Go-2.json
yazoo,dont-go,verse,data/Don't Go-3.json
yazoo,dont-go,pre-chorus-and-chorus,data/Don't Go-4.json
yazoo,only-you,verse,data/Only You-14.json
yazoo,only-you,chorus,data/Only You-15.json
yazoo,only-you,instrumental,data/Only You-16.json
yazoo,situation,verse,data/Situation.json
yazoo,situation,chorus,data/Situation-2.json
yb,flying-butterfly,intro-and-verse,data/Flying Butterfly.json
yb,flying-butterfly,pre-chorus,data/Flying Butterfly-2.json
yb,flying-butterfly,chorus,data/Flying Butterfly-3.json
yeah yeah yeahs,heads-will-roll,chorus,data/Heads Will Roll.json
yeah yeah yeahs,maps,verse,data/Maps-4.json
yeah yeah yeahs,maps,chorus,data/Maps-5.json
yeah yeah yeahs,skeletons,instrumental,data/Skeletons.json
yeah yeah yeahs,spitting-off-the-edge-of-the-world,verse,data/Spitting Off the Edge of the World.json
yeah yeah yeahs,spitting-off-the-edge-of-the-world,chorus,data/Spitting Off the Edge of the World-2.json
yeah yeah yeahs,turn-into,verse,data/Turn Into.json
yearlong hours,licensed-love,verse,data/Licensed Love.json
years and years,king,chorus,data/King-3.json
years and years,meteorite,chorus,data/Meteorite.json
years and years,shine,chorus,data/Shine-6.json
years and years,worship,pre-chorus,data/Worship.json
yeasayer,2080,verse,data/2080.json
yeat,money-so-big,intro,data/Money so big.json
yebba,stand,intro-and-verse,data/Stand-5.json
yebba,where-do-yo-go,chorus,data/Where Do Yo Go.json
yebba,where-do-you-go,verse,data/Where Do You Go-2.json
yelle,completement-fou,chorus,data/Completement Fou.json
yellow magic orchestra,absolute-ego-dance,chorus,data/Absolute Ego Dance.json
yellow magic orchestra,behind-the-mask,instrumental,data/Behind the Mask.json
yellow magic orchestra,cosmic-surfin,verse,data/Cosmic Surfin'.json
yellow magic orchestra,cosmic-surfin,bridge,data/Cosmic Surfin'-2.json
yellow magic orchestra,rydeen,verse,data/Rydeen.json
yellow magic orchestra,rydeen,chorus,data/Rydeen-2.json
yellow magic orchestra,technopolis,verse,data/Technopolis.json
yellow magic orchestra,technopolis,chorus,data/Technopolis-2.json
yellow magic orchestra,tong-poo,intro-and-verse,data/Tong Poo.json
yellow magic orchestra,tong-poo,chorus,data/Tong Poo-2.json
yellow magic orchestra,tong-poo,bridge,data/Tong Poo-3.json
yellow ostrich,whale,chorus,data/Whale.json
yellowcard,fighting,verse,data/Fighting.json
yellowcard,ocean-avenue,verse,data/Ocean Avenue.json
yellowcard,ocean-avenue,chorus,data/Ocean Avenue-2.json
yellowcard,ocean-avenue,bridge,data/Ocean Avenue-3.json
yen j,good-things,verse,data/Good Things.json
yen j,good-things,chorus,data/Good Things-2.json
yen j,thanks-your-greatness,verse,data/Thanks Your Greatness.json
yen j,thanks-your-greatness,pre-chorus,data/Thanks Your Greatness-2.json
yen j,thanks-your-greatness,chorus,data/Thanks Your Greatness-3.json
yeng constantino,chinito,verse,data/Chinito.json
yeng constantino,chinito,pre-chorus-and-chorus,data/Chinito-2.json
yeng constantino,ikaw,chorus,data/Ikaw.json
yes,close-to-the-edge,bridge,data/Close To The Edge.json
yes,heart-of-the-sunrise,intro,data/Heart of the Sunrise.json
yes,heart-of-the-sunrise,chorus,data/Heart of the Sunrise-2.json
yes,ive-seen-all-good-people,verse,data/I've Seen All Good People.json
yes,ive-seen-all-good-people,bridge,data/I've Seen All Good People-2.json
yes,ive-seen-all-good-people,outro,data/I've Seen All Good People-3.json
yes,long-distance-runaround,intro,data/Long Distance Runaround.json
yes,long-distance-runaround,verse,data/Long Distance Runaround-2.json
yes,long-distance-runaround,chorus,data/Long Distance Runaround-3.json
yes,owner-of-a-lonely-heart,verse,data/Owner Of A Lonely Heart.json
yes,owner-of-a-lonely-heart,chorus,data/Owner Of A Lonely Heart-2.json
yes,owner-of-a-lonely-heart,chorus-lead-out,data/Owner Of A Lonely Heart-3.json
yes,owner-of-a-lonely-heart,outro,data/Owner Of A Lonely Heart-4.json
yes,roundabout,intro,data/Roundabout.json
yes,roundabout,verse-and-pre-chorus,data/Roundabout-2.json
yes,roundabout,chorus,data/Roundabout-3.json
yes,starship-trooper,intro,data/Starship Trooper.json
yes,starship-trooper,verse,data/Starship Trooper-2.json
yes,starship-trooper,pre-chorus,data/Starship Trooper-3.json
yes,starship-trooper,chorus-lead-out,data/Starship Trooper-4.json
yes,starship-trooper,bridge,data/Starship Trooper-5.json
yes,the-revealing-science-of-god,verse,data/The Revealing Science of God.json
yes,the-revealing-science-of-god,chorus,data/The Revealing Science of God-2.json
yetep,petals-from-a-rose,chorus,data/Petals From A Rose.json
yetep and goons,needed-you-the-most,chorus,data/Needed You The Most.json
yeule,dazies,verse,data/Dazies.json
yeule,dazies,pre-chorus,data/Dazies-2.json
yeule,dazies,chorus,data/Dazies-3.json
yeule,dont-be-hard-on-your-own-beauty,chorus,data/Don't Be Hard on Your Own Beauty.json
yeule,dont-be-so-hard-on-your-own-beauty,verse,data/Don't Be So Hard on Your Own Beauty.json
yeule,dont-be-so-hard-on-your-own-beauty,chorus,data/Don't Be So Hard on Your Own Beauty-2.json
yeule,fragments,verse,data/Fragments-2.json
yeule,friendly-machine,verse,data/Friendly Machine.json
yeule,friendly-machine,chorus,data/Friendly Machine-2.json
yeule,ghosts,verse,data/Ghosts-3.json
yeule,ghosts,chorus,data/Ghosts-4.json
yeule,pocky-boy,verse,data/Pocky Boy.json
yeule,sulky-baby,intro,data/Sulky Baby.json
yeule,sulky-baby,verse,data/Sulky Baby-2.json
yeule,sulky-baby,pre-chorus,data/Sulky Baby-3.json
yeule,sulky-baby,chorus,data/Sulky Baby-4.json
yeule,too-dead-inside,chorus,data/Too Dead Inside.json
yevgueni,welkenraedt,intro-and-verse,data/Welkenraedt.json
yevgueni,welkenraedt,chorus,data/Welkenraedt-2.json
yg marley,praise-jah-in-the-moonlight,chorus,data/Praise Jah in the Moonlight.json
yida huang,she-told-me,verse,data/She Told Me.json
yida huang,she-told-me,chorus,data/She Told Me-2.json
yiruma,river-flows-in-you,intro-and-verse,data/River flows in you.json
ylvis,massachusetts,intro,data/Massachusetts.json
ylvis,massachusetts,verse,data/Massachusetts-2.json
ylvis,massachusetts,pre-chorus,data/Massachusetts-3.json
ylvis,massachusetts,chorus,data/Massachusetts-4.json
ylvis,massachusetts,bridge,data/Massachusetts-5.json
ylvis,the-fox,verse-and-pre-chorus,data/The Fox.json
ylvis,the-fox,chorus,data/The Fox-2.json
yng lvcas,la-bebe-%28remix%29-ft-peso-pluma,chorus,data/La Bebe (Remix) ft Peso Pluma.json
ynw melly,murder-on-my-mind,intro,data/Murder On My Mind.json
yo gabba gabba,you-cant-always-get-what-you-want,intro-and-verse,data/You Can't Always Get What You Want-2.json
yo la tengo,my-little-corner-of-the-world,intro,data/My Little Corner of the World.json
yo la tengo,ohm,verse,data/Ohm.json
yo lee,one-who-will-%28find-me%29,verse,data/One Who Will (Find Me).json
yo lee,one-who-will-%28find-me%29,chorus,data/One Who Will (Find Me)-2.json
yo lee,one-who-will-%28find-me%29,bridge,data/One Who Will (Find Me)-3.json
yoasobi,gunjou,verse,data/GUNJOU.json
yoasobi,gunjou,pre-chorus,data/GUNJOU-2.json
yoasobi,gunjou,chorus,data/GUNJOU-3.json
yoasobi,idol,verse,data/Idol.json
yoasobi,idol,verse-and-pre-chorus,data/Idol-2.json
yoasobi,idol,pre-chorus,data/Idol-3.json
yoasobi,idol,chorus,data/Idol-4.json
yoasobi,racing-into-the-night,chorus,data/Racing Into The Night.json
yoasobi,racing-into-the-night,chorus-lead-out,data/Racing Into The Night-2.json
yoga lin,admirer,verse,data/Admirer.json
yoga lin,admirer,pre-chorus,data/Admirer-2.json
yoga lin,admirer,chorus,data/Admirer-3.json
yoga lin,admirer,outro,data/Admirer-4.json
yoga lin,detour,verse,data/Detour.json
yoga lin,detour,chorus,data/Detour-2.json
yoga lin,detour,bridge,data/Detour-3.json
yoga lin,fairy-tale,verse,data/Fairy Tale-4.json
yoga lin,fairy-tale,chorus,data/Fairy Tale-5.json
yoga lin,fly-my-way,intro,data/Fly My Way.json
yoga lin,fly-my-way,verse,data/Fly My Way-2.json
yoga lin,fly-my-way,chorus,data/Fly My Way-3.json
yoga lin,fly-my-way,bridge,data/Fly My Way-4.json
yoga lin,fool,verse,data/Fool.json
yoga lin,fool,chorus,data/Fool-2.json
yoga lin,fool,bridge,data/Fool-3.json
yoga lin,freedom,verse,data/Freedom-2.json
yoga lin,freedom,chorus,data/Freedom-3.json
yoga lin,heartache,verse-and-pre-chorus,data/Heartache-5.json
yoga lin,heartache,chorus,data/Heartache-6.json
yoga lin,otomen,verse-and-pre-chorus,data/Otomen.json
yoga lin,otomen,chorus,data/Otomen-2.json
yoga lin,spoiled-innocence,verse,data/Spoiled Innocence.json
yoga lin,spoiled-innocence,pre-chorus,data/Spoiled Innocence-2.json
yoga lin,spoiled-innocence,chorus,data/Spoiled Innocence-3.json
yoga lin,the-shadow,verse,data/The Shadow-2.json
yoga lin,the-shadow,pre-chorus,data/The Shadow-3.json
yoga lin,the-shadow,chorus,data/The Shadow-4.json
yoga lin,unrequited,verse,data/Unrequited-2.json
yoga lin,unrequited,pre-chorus,data/Unrequited-3.json
yoga lin,unrequited,chorus,data/Unrequited-4.json
yoga lin,wake-up,verse,data/Wake Up-5.json
yoga lin,wake-up,chorus,data/Wake Up-6.json
yoga lin,wake-up,solo,data/Wake Up-7.json
yoga lin,who-in-the-world-will-listen-to-you,verse,data/Who in the World Will Listen to You.json
yoga lin,who-in-the-world-will-listen-to-you,chorus,data/Who in the World Will Listen to You-2.json
yoga lin,who-in-the-world-will-listen-to-you,bridge,data/Who in the World Will Listen to You-3.json
yogscast,carrot-for-a-cock,verse,data/Carrot For A Cock.json
yogscast,carrot-for-a-cock,pre-chorus,data/Carrot For A Cock-2.json
yogscast,carrot-for-a-cock,chorus,data/Carrot For A Cock-3.json
yogscast,carrot-for-a-cock,bridge,data/Carrot For A Cock-4.json
yogscast,diggy-diggy-hole,verse,data/Diggy Diggy Hole.json
yogscast,diggy-diggy-hole,pre-chorus,data/Diggy Diggy Hole-2.json
yogscast,diggy-diggy-hole,chorus,data/Diggy Diggy Hole-3.json
yogscast,moonquest,intro,data/Moonquest.json
yogscast,moonquest,chorus,data/Moonquest-2.json
yoko ando,shock,bridge,data/Shock.json
yoko hikasa,utsukushiki-zankoku-na-sekai,intro,data/Utsukushiki Zankoku na Sekai.json
yoko hikasa,utsukushiki-zankoku-na-sekai,verse,data/Utsukushiki Zankoku na Sekai-2.json
yoko hikasa,utsukushiki-zankoku-na-sekai,pre-chorus,data/Utsukushiki Zankoku na Sekai-3.json
yoko kanno,cowboy-bebop---blue,intro,data/Cowboy Bebop - Blue.json
yoko kanno,cowboy-bebop---blue,verse,data/Cowboy Bebop - Blue-2.json
yoko kanno,cowboy-bebop---blue,chorus,data/Cowboy Bebop - Blue-3.json
yoko kanno,cowboy-bebop---green-bird,solo,data/Cowboy Bebop - Green Bird.json
yoko kanno,cowboy-bebop---green-bird,solo-1,data/Cowboy Bebop - Green Bird-2.json
yoko kanno,cowboy-bebop---memory,intro-and-verse,data/Cowboy Bebop - Memory.json
yoko kanno,cowboy-bebop---memory,bridge,data/Cowboy Bebop - Memory-2.json
yoko kanno,cowboy-bebop---rain,intro-and-verse,data/Cowboy Bebop - Rain.json
yoko kanno,cowboy-bebop---rain,chorus,data/Cowboy Bebop - Rain-2.json
yoko kanno,cowboy-bebop-theme,intro,data/Cowboy Bebop Theme.json
yoko kanno,cowboy-bebop-theme,chorus,data/Cowboy Bebop Theme-2.json
yoko kanno,cradle-song,instrumental,data/Cradle Song.json
yoko kanno,lion-%28macross-frontier-op2%29,verse,data/Lion (Macross Frontier OP2).json
yoko kanno,platinum,intro,data/Platinum.json
yoko kanno,road-to-the-west,intro-and-verse,data/Road To The West.json
yoko shimamura,king-dededes-theme,intro-and-verse,data/King Dedede's Theme.json
yoko shimamura,king-dededes-theme,chorus,data/King Dedede's Theme-2.json
yoko shimamura,king-dededes-theme,chorus-lead-out,data/King Dedede's Theme-3.json
yoko shimomura,barrel-volcano,verse,data/Barrel Volcano.json
yoko shimomura,battle-theme---mario-and-luigi-superstar-saga,intro,data/Battle Theme - Mario and Luigi Superstar Saga.json
yoko shimomura,blanka-stage,chorus-lead-out,data/Blanka Stage.json
yoko shimomura,bowsers-inside-story---battle-theme,intro-and-verse,data/Bowser's Inside Story - Battle Theme-2.json
yoko shimomura,bowsers-inside-story---battle-theme,verse-and-pre-chorus,data/Bowser's Inside Story - Battle Theme-3.json
yoko shimomura,bowsers-inside-story---deep-castle,intro-and-verse,data/Bowser's Inside Story - Deep Castle.json
yoko shimomura,bowsers-inside-story---plack-beach,verse-and-pre-chorus,data/Bowser's Inside Story - Plack Beach.json
yoko shimomura,bowsers-inside-story---toad-town,verse,data/Bowser's Inside Story - Toad Town.json
yoko shimomura,bowsers-inside-story---toad-town,pre-chorus,data/Bowser's Inside Story - Toad Town-2.json
yoko shimomura,bowsers-inside-story---toad-town,chorus,data/Bowser's Inside Story - Toad Town-3.json
yoko shimomura,breezy-mushrise-park,verse,data/Breezy Mushrise Park.json
yoko shimomura,breezy-mushrise-park,pre-chorus,data/Breezy Mushrise Park-2.json
yoko shimomura,breezy-mushrise-park,chorus,data/Breezy Mushrise Park-3.json
yoko shimomura,bumpsy-plains---mario-luigi-bowser-inside-story,verse,data/Bumpsy Plains - Mario Luigi Bowser Inside Story.json
yoko shimomura,bumpsy-plains---mario-luigi-bowser-inside-story,bridge,data/Bumpsy Plains - Mario Luigi Bowser Inside Story-2.json
yoko shimomura,bumpsy-plains---mario-luigi-bowser-inside-story,instrumental,data/Bumpsy Plains - Mario Luigi Bowser Inside Story-3.json
yoko shimomura,captain-square,verse,data/Captain Square.json
yoko shimomura,captain-square,chorus,data/Captain Square-2.json
yoko shimomura,final-cackletta-battle,intro,data/Final Cackletta Battle.json
yoko shimomura,final-fantasy-xv---omnis-lacrima,intro,data/Final Fantasy XV - Omnis Lacrima.json
yoko shimomura,forest-maze,verse,data/Forest Maze.json
yoko shimomura,forest-maze,pre-chorus,data/Forest Maze-2.json
yoko shimomura,forest-maze,outro,data/Forest Maze-3.json
yoko shimomura,go-go-buriki-daioh,verse,data/Go Go Buriki Daioh.json
yoko shimomura,go-go-buriki-daioh,pre-chorus,data/Go Go Buriki Daioh-2.json
yoko shimomura,go-go-buriki-daioh,chorus,data/Go Go Buriki Daioh-3.json
yoko shimomura,going-shopping-in-seaside-town,intro,data/Going Shopping in Seaside Town.json
yoko shimomura,going-shopping-in-seaside-town,verse,data/Going Shopping in Seaside Town-2.json
yoko shimomura,going-shopping-in-seaside-town,pre-chorus,data/Going Shopping in Seaside Town-3.json
yoko shimomura,king-dededes-theme,outro,data/King Dedede's Theme-4.json
yoko shimomura,kingdom-hearts-ii---shipmeisters-shanty,verse,data/Kingdom Hearts II - Shipmeister's Shanty.json
yoko shimomura,kiss-of-jealousy,intro,data/Kiss of Jealousy.json
yoko shimomura,kiss-of-jealousy,verse,data/Kiss of Jealousy-2.json
yoko shimomura,kiss-of-jealousy,pre-chorus,data/Kiss of Jealousy-3.json
yoko shimomura,legend-of-mana---daedals-organ,instrumental,data/Legend of Mana - Daedal's Organ.json
yoko shimomura,legend-of-mana---earth-painting,solo,data/Legend of Mana - Earth Painting.json
yoko shimomura,legend-of-mana---earth-painting,solo-1,data/Legend of Mana - Earth Painting-2.json
yoko shimomura,legend-of-mana---everyday-dream-%28spirits-song%29,solo,data/Legend of Mana - Everyday Dream (Spirit's Song).json
yoko shimomura,legend-of-mana---makers-gallop,solo,data/Legend of Mana - Maker's Gallop.json
yoko shimomura,legend-of-mana---makers-gallop,solo-1,data/Legend of Mana - Maker's Gallop-2.json
yoko shimomura,legend-of-mana---mysterious-song,instrumental,data/Legend of Mana - Mysterious Song.json
yoko shimomura,legend-of-mana---song-of-mana,intro-and-verse,data/Legend of Mana - Song of Mana.json
yoko shimomura,legend-of-mana---song-of-mana,pre-chorus-and-chorus,data/Legend of Mana - Song of Mana-2.json
yoko shimomura,legend-of-mana---song-of-mana,outro,data/Legend of Mana - Song of Mana-3.json
yoko shimomura,mario-and-luigi-bowsers-inside-story---the-giant,chorus,data/Mario and Luigi Bowser's Inside Story - The Giant.json
yoko shimomura,megalomania,verse,data/Megalomania-3.json
yoko shimomura,megalomania,pre-chorus,data/Megalomania-4.json
yoko shimomura,megalomania,chorus,data/Megalomania-5.json
yoko shimomura,minions-battle,verse,data/Minions Battle.json
yoko shimomura,minions-battle,pre-chorus,data/Minions Battle-2.json
yoko shimomura,minions-battle,chorus,data/Minions Battle-3.json
